Unnamed: 0.1,Unnamed: 0,Translated_Review,Rating,Sentimiento_VADER,Sentimiento,SENTIMIENTO_CALCULADO
8453,8453,"huir, mantenerse más seguro, personal bien, propina larga, realmente habitaciones pequeñas, no suites anunciadas, seguían faltando cosas en la habitación, como aretes de cambio, informó porque leyó reseñas que decían que no se molestó, no se sentía seguro, las personas deshonestas que pedían dinero lo intentaron, no lo piensen. permanecer,",1,NEGATIVO,NEUTRAL,NEGATIVO
8457,8457,"precio ridículo habitación en mal estado llegaron colegas de negocios asistir a reunión dc 4 noches dijeron que no acomodar noche, sofitel hay adams se convirtió en gran bono pagado habitaciones realmente hermoso hotel siguiente noche habitación sofitel, fina ropa arrugada molestia coordinar reuniones 2 hoteles.mi habitación grande aterrador agujero de cigarrillo alfombra manchas, construcción, números sangrantes papel tapiz acceso al techo baño muy golpeado plomería fascias colgando pared, carta dejó bienvenida al hotel, dejó cliente descontento mudándose hoteles habitación razonablemente mantenida supuesto hotel de lujo. cuando se mencionó la recepción se encogió de hombros cobró 420 / noche más impuestos de todos modos. no me impresionó,",1,NEGATIVO,NEUTRAL,NEGATIVO
8476,8476,"No es un hotel ideal para familias, viajó con mi esposa de 2 años, reservé una suite de lujo con el ascensor adecuado para escuchar la noche, extremadamente molesto, se solicitó un cambio de habitación y le dijeron amablemente que se perdió, la supuesta estadía de 14 noches terminó y se fue antes, el servicio de limpieza fue horrible, el revisor mencionado fue horrible, el valet parking fue horrible, esperó 30 minutos en auto llegar, el personal de recepción finge una actitud amistosa típica francesa, quedarse en el hotel advierte sobre el riesgo,",1,NEGATIVO,NEGATIVO,NEGATIVO
8486,8486,"rica cuenta de gastos se hospedó un par de veces 350 noches afortunadamente cuenta de gastos, precio obtenido hotel sin piscina gimnasio mediocre sala sin vista solo techo deprimido rodeado de edificios más altos, sin acceso a Internet 17 días, fui a desayunar hotel pedí plato de frutas lo más barato menú taza café jugo de naranja 27 incluido Consejo, afortunadamente Deli Block, estacionamiento los 26 días, se cobra 1 tarjeta de llamadas, recomendación de hospedarse en Embassy Suites cerca de Dupont Circle. Más barato ofrece una habitación más grande. Llamadas con tarjeta telefónica gratis. Acceso gratuito a Internet. Piscina. Desayuno gratis.",2,NEGATIVO,NEGATIVO,NEGATIVO
8499,8499,"El hotel de ensueño se alojó en el hotel Disneyland Francia por las noches. Cuando lo revisé 20 minutos de pie, me dirigieron a la habitación del segundo piso. La habitación estaba en mal estado y huele fatal a humo, fui a la recepción y pedí la habitación, me dieron el cuarto piso. El baño en mal estado es más bonito y no está más limpio. Aunque hay detalles agradables como batas y pantuflas. La comida es excelente, especialmente. Desayuno. Tenemos paquete premium de media pensión. La cena ya está pagada. Aconsejo a las personas que la opción de media pensión coma cara. Cualquiera que tenga bebés,",4,NEGATIVO,NEGATIVO,NEGATIVO
8502,8502,"gran hotel california grill broma, acabo de regresar estancia mágica marriott pueblo ile francia excelente, noche mesa reservada california grill disneyland hotel 8º aniversario de boda, lugar exclusivo decoración interior excepción salón circular sin alma dejó cocinas abiertas, pedido dos veces menú de 49 euros mala calidad, costilla peor comido duro como una roca, salsa bÄarnesa servida en vaso mignature bastante repugnante, la esposa eligió besugo, arroz tailandés negro completamente seco e insípido, pidió una porción de pommes purÄe no disponible, el hijo de 4 años quería hamburguesa carbonizada con mayonesa, no disponible. La sección de camareros agitada y nerviosa olvidó los pedidos de bebidas, trajo postres equivocados, antipático y algo grosero, una chica limpiando las mesas con los dedos, vasos, servicio de bar, en ocasiones se escucha al chef gritar como loco. Las puertas de la cocina se abren, se agregó un ambiente general en el lugar, la gente de Disney contrató el restaurante ordenado,",1,NEGATIVO,POSITIVO,NEGATIVO
8513,8513,"bien caro alojado fin de semana largo bonito hotel obviamente inmejorable ubicación castillo club vale la pena dinero extra desayunos mañana camino obtiene muchas fotos evitar comer hotel almuerzo cena buffet inventos restaurante noche horrible disney pueblo quiero comer decente mitad de precio planeta hollywood aceptable cadenas pueblo buena habitación estándar od ambientador camas cómodas personal bien a los niños les encantó el punto de fin de semana considerando el costo hacer un mejor esfuerzo alimentar a los adultos,",3,NEGATIVO,NEGATIVO,NEGATIVO
8526,8526,"hotel, torre guelfa deja mucho deseo, el marido pagó mucho dinero estancia habitación recordada mazmorra, baño extremadamente pequeño lavabo baño dormitorio, habitación ubicada callejón despertado ruido mercado de cuero carros mañana, realmente no espere quédese florencia, el mejor bar de vinos en la azotea del hotel tiene una hermosa vista duomo encantador puestas de sol,",1,NEGATIVO,NEUTRAL,NEGATIVO
8530,8530,"no vale la pena el dinero: el baño horrible, la estadía emocionada en torre guelfa terminó decepcionada, el funcionamiento del hotel no es tan encantador como se esperaba, la habitación es terriblemente ruidosa, el baño es lo peor, el baño es una habitación pequeña sin lavabo, tiene mala ventilación, el baño normal es de mármol, no hay ducha regular, rociador manual con rociador para bañera, no hay pared montar rociador de mano, habitación oscura y lúgubre, lugar renovado, gran hotel, excelente ubicación, bar de vinos en la azotea sobrevalorado, vista tremenda, mucho tiempo que realmente voy a pasar, la azotea consta de mesitas y sillas, nada, no quedarse en el hotel, no entender los viajes escritos libros,",1,NEGATIVO,NEGATIVO,NEGATIVO
8558,8558,"hotel la scaletta lugar peor, llevó maletas 100 pasos dijo llevar calle, llegó la hora de dormir dijo reservado, menos mal que mejor hotel solo calle,",1,NEUTRAL,NEUTRAL,NEGATIVO
8600,8600,"no es bueno, acabo de pasar dos semanas de luna de miel en Italia, me alojé en el hotel Alessandra Florencia, 3 noches de estancia decepcionante, ventajas: 1 habitación grande en comparación con los estándares europeos, techos altos, baño espacioso, los 5 hoteles más grandes visitados, 2 ubicación excelente, a 5 minutos a pie de la galería de los Uffizi, puente ponte vecchio, desventajas 1 advertencia maletas grandes escaleras de vuelo equivalente ee.uu. Ascensor de pedido en el segundo piso, ascensor pequeño, equipaje pequeño, envío de equipaje al marido por ascensor, edificio de 2 puertas cerrado sin llave, edificio de pedidos por zumbido, 3 reglas, llave en mano para la oficina cada vez que sale, toque de queda a la 1 a.m., palabras como llegar al sitio, ver el escritorio perturbador, hora de entrega, llave, querer quedarse hasta tarde adolescente toque de queda mente, preguntó sucedió vino 1 confirmado no hay escritorio el asistente nocturno duerme hotel recién despertando, llegó la noche zumbido de la puerta abierta a medianoche se escuchó 10 minutos, campamento de pensamientos, 4 papel de pared, mañana escuchar platos cubiertos sala de desayuno preparado asistentes elegidos sala de limpieza puerta del ascensor Portazos de las puertas de la habitación que se abren y se cierran, simplemente horrible. Definitivamente no nos quedaremos,",1,NEGATIVO,NEGATIVO,NEGATIVO
8615,8615,"basurero, vino a la feria de ropa de Florencia a principios de enero, hotel muy recomendado, pagué un precio alto, reservé con meses de anticipación, establecí una estadía excelente. bidé con escalón de ducha. Hay bandejas, platos sucios, desayunos viejos, puerta exterior, no se quejó, se mudó igualmente frío, habitación desagradable, baño anexo, un poco mejor diseñado, pagando 300, no digo que no esté mal, la habitación fue al hotel principal, el personal del desayuno, entusiasmado, los habituales, los novatos, totalmente ignorados, me sentí dado un trato de segunda categoría. pagando precio de tarifa, viaje arruinado,",1,NEGATIVO,NEUTRAL,NEGATIVO
8616,8616,"El marido necesita un cambio de imagen maloliente y se quedó recientemente, no me impresionó, está ubicado en una calle comercial de lujo ubicada cerca de lugares de interés, cosas buenas, no llegó el ascensor del vestíbulo, control del segundo piso, inmediatamente olía a repollo guisado, pasillos, área de recepción, la habitación de noche parecía de 1950. Sala de escaleras con plataforma desvencijada. , ninguno de los artículos de la habitación coincidía, hecho oscuro y lúgubre, las almohadas olían horriblemente a pepinillos literalmente, la ducha apenas encajaba en la mente de un niño para adultos, la presión del agua era terrible, las toallas olían a pepinillo, las noches cambiaban las habitaciones, las paredes frescas, las almohadas con olor a pepinillo/repollo, la sala de estar adicional, Sala de televisores Controles remotos increíblemente viejos que no funcionan, Hotel con vistas contaminadas Florencia Italia, Ubicación medio decente Buen desayuno por la mañana, Ah, no hay servicio de habitaciones,",2,NEGATIVO,NEGATIVO,NEGATIVO
8634,8634,"Terrible experiencia cumpleaños alojado en el hotel liana cumpleaños, supuesto regalo especial se convirtió en una pesadilla especial. Nos dieron la habitación del jardín en la planta baja, conexión con la pared del jardín frente al jardín, la disposición de los muebles básicos de la habitación desafió totalmente el sentido común, el baño accesible se quitó la silla del escritorio, el baño básico, los pequeños, los codos corren peligro de contraerse. cepillo de pelo abreviado, llegó a la habitación con hedor, se atribuyeron problemas de la ciudad, se convirtió en un problema con hedor en el baño, no se usa el baño para dormir con frecuencia, la puerta del inodoro se cerró de golpe, falta insonorización, aparece en la habitación correcta. Para hacer la reserva, contacte al hotel por correo electrónico, consulte sobre disponibilidad, precios, se ofrece tarifa de la habitación 150 euros noche, reserva final teléfono no quería número de tarjeta de crédito correo electrónico, cheque cargado 170 euros noche, persona correspondida correo electrónico ofrecido 150 euros noche día no laborable el personal de control afirmó no tener conocimiento tarifa original cotización corresponsal dejó sin notas efecto , la tarifa de oferta por correo electrónico aparentemente no es suficiente, escribió una carta al propietario/gerente del hotel describiendo la experiencia recibida, no una palabra de disculpa ignorada, sugiere a los viajeros de Florencia que ignoren el hotel.",1,NEGATIVO,NEGATIVO,NEGATIVO
8637,8637,"buena ubicación fui al hotel ágora de amsterdam en junio, segunda vez, fui un par de años, el tiempo decepcionó el estado general de la habitación tarifa comparada mediocre 140 noches paredes sucias agujeros de alfombra decoración interior obsoleta, la habitación de palabra merecía una buena renovación, la ubicación del hotel es realmente perfecta para visitar disfrutar de la vida nocturna de Ámsterdam, simplemente consciente de que las habitaciones son bastante ruidosas en la calle, puerta del club nocturno, el desayuno de la mañana es correcto, el personal es agradable y servicial. En resumen, no está mal, no lo esperaba.",3,NEGATIVO,NEGATIVO,NEGATIVO
